manutencao_id,condominio,tipo_intervencao,area_afetada,descricao,data_reportada,data_inicio,data_conclusao,fornecedor,custo_total,urgencia,estado
MN00485,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Jardim,Pragas detetadas nas plantas,2024-06-28,2024-07-03,2024-07-11,TecnoReparações Unipessoal,399.59,Alta,Concluído
MN00486,Residencial Atlântico,Melhoria,Jardim,Sistema de rega avariado,2024-07-30,2024-07-30,2024-08-04,UltraFix SA,279.27,Crítica,Concluído
MN00487,QUINTA DAS PALMEIRAS,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-04-21,2024-04-27,2024-05-03,TecnoReparações Unipessoal,2952.82,Alta,Concluído
MN00488,Quinta das Palmeiras,Manutenção preventiva,Garagem,Iluminação insuficiente,2025-07-12,2025-07-19,2025-07-25,TecnoReparações Solutions,113.89,Média,Concluído
MN00489,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Hall,Intercomunicador avariado,2023-11-16,2023-11-20,2023-11-23,SmartRepair Lda,1233.83,Alta,Concluído
MN00490,condomínio central,Reparação urgente,Jardim,Relva necessita tratamento,2024-02-24,2024-02-26,2024-03-02,MasterFix Unipessoal,427.92,Crítica,Concluído
MN00491,Vila Verde,Manutenção preventiva,Garagem,Sistema de ventilação com problemas,2025-03-07,2025-04-12,2025-04-20,TecnoReparações Unipessoal,1599.95,Baixa,Concluído
MN00492,Quinta das Palmeiras,Melhoria,Hall,Espelho partido na entrada,2023-09-25,2023-09-29,2023-10-03,UltraFix & Filhos,486.51,Alta,Concluído
MN00493,Residencial Atlântico,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2024-01-26,2024-02-14,2024-02-26,UltraFix SA,1219.25,Média,Concluído
MN00494,Vila Verde,Manutenção preventiva,Fachada,Fissuras visíveis na parede norte,2025-06-19,2025-07-11,2025-07-31,ProServiços Group,7692.86,Baixa,Concluído
MN00495,torres do sol,Melhoria,Jardim,Poda de árvores urgente,2023-11-24,2023-12-08,2023-12-17,MasterFix Unipessoal,111.47,Baixa,Concluído
MN00496,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Fachada,Pintura descascada em várias zonas,2024-11-09,2024-11-20,2024-12-05,MasterFix Unipessoal,9973.54,Média,Concluído
MN00497,Condomínio Central,Melhoria,Telhado,Telhas partidas necessitam substituição,2024-06-27,2024-07-30,2024-08-29,ProServiços SA,13994.16,Baixa,Concluído
MN00498,quinta das palmeiras,Inspeção,Fachada,Fissuras visíveis na parede norte,2023-09-25,2023-09-26,2023-10-01,MasterFix Unipessoal,15111.3,Crítica,CONCLUIDO
MN00499,CONDOMÍNIO CENTRAL,Inspeção,Telhado,,2023-10-27,2023-10-27,2023-10-29,GlobalTec Unipessoal,20546.28,Crítica,Concluído
MN00500,VILA VERDE,Manutenção preventiva,Piscina,Vedação de segurança danificada,2024-10-06,2024-10-08,2024-10-10,GlobalTec Unipessoal,503.75,Crítica,CONCLUIDO
MN00501,jardins da cidade,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2025-02-08,2025-02-10,2025-02-12,MASTERFIX LDA,4659.17,Crítica,Concluído
MN00502,jardins da cidade,Reparação urgente,Jardim,Relva necessita tratamento,2024-10-10,2024-10-13,2024-10-23,TecnoReparações Unipessoal,394.95,Alta,Concluído
MN00503,torres do sol,Inspeção,Fachada,Pintura descascada em várias zonas,2025-07-21,2025-08-10,2025-09-06,MASTERFIX LDA,12319.69,Baixa,Concluído
MN00504,VILA VERDE,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2024-03-05,2024-03-20,2024-04-03,ProServiços Solutions,661.74,Média,Concluído
MN00505,jardins da cidade,Melhoria,Garagem,Iluminação insuficiente,2024-12-18,2025-01-02,2025-01-11,GlobalTec Group,1567.06,Baixa,Concluído
MN00506,Vila Verde,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2025-07-14,2025-07-16,2025-07-18,PrimeWorks Group,7039.17,Crítica,Concluído
MN00507,CONDOMÍNIO CENTRAL,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2023-11-06,2023-11-08,2023-11-13,GlobalTec Unipessoal,1973.57,Alta,Concluído
MN00508,Vila Verde,Melhoria,Telhado,Telhas partidas necessitam substituição,2025-06-01,2025-06-03,2025-06-13,UltraFix & Filhos,8056.13,Alta,Concluído
MN00509,TORRES DO SOL,Melhoria,Jardim,Sistema de rega avariado,2024-07-08,2024-07-08,2024-07-10,TecnoReparações Group,1203.36,Crítica,Concluído
MN00510,CONDOMÍNIO CENTRAL,Manutenção preventiva,Elevador,Botões do painel não respondem,2023-11-07,2023-11-07,2023-11-09,UltraFix & Filhos,3145.23,Crítica,Concluído
MN00511,TORRES DO SOL,Reparação urgente,Jardim,Pragas detetadas nas plantas,2023-12-08,2023-12-13,2023-12-17,TecnoReparações Group,970.27,Alta,Concluído
MN00512,Quinta das Palmeiras,Melhoria,Jardim,Poda de árvores urgente,2025-05-27,2025-05-28,2025-05-31,SmartRepair Solutions,1087.19,Crítica,Concluído
MN00513,condomínio central,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-01-15,2024-01-15,2024-01-17,ProServiços SA,2959.25,Crítica,Concluído
MN00514,jardins da cidade,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2024-04-10,2024-05-01,2024-05-09,MasterFix Lda.,1881.88,Baixa,Concluído
MN00515,quinta das palmeiras,Melhoria,Fachada,Humidade ascendente no piso térreo,2024-04-15,2024-04-23,2024-05-01,UltraFix & Filhos,5569.46,Média,Concluído
MN00516,condomínio central,Melhoria,Elevador,Ruído excessivo durante funcionamento,2024-11-13,2024-12-08,2024-12-17,MasterFix Unipessoal,214.42,Baixa,Concluído
MN00517,quinta das palmeiras,Manutenção preventiva,Garagem,Portão automático avariado,2023-11-19,2023-11-19,2023-11-22,PrimeWorks Group,1407.65,Crítica,Concluído
MN00518,TORRES DO SOL,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2025-01-07,2025-01-13,2025-01-23,SmartRepair Solutions,1067.76,Alta,Concluído
MN00519,Residencial Atlântico,Inspeção,Garagem,Iluminação insuficiente,2025-06-29,2025-07-06,2025-07-16,ProServiços SA,2437.72,Alta,Concluído
MN00520,RESIDENCIAL ATLÂNTICO,Reparação urgente,Telhado,Estrutura de suporte com sinais de degradação,2024-09-26,2024-10-03,2024-10-10,MasterFix Lda.,9211.89,Alta,Concluído
MN00521,Torres do Sol,Inspeção,Jardim,Sistema de rega avariado,2024-12-09,2024-12-09,2024-12-10,masterfix lda,1179.45,Crítica,Concluído
MN00522,Jardins da Cidade,Inspecção,Elevador,Botões do painel não respondem,2024-04-05,2024-05-06,2024-05-27,UltraFix & Filhos,1103.62,Baixa,Concluído
MN00523,Condomínio Central,Manutenção preventiva,Garagem,Iluminação insuficiente,2024-03-17,2024-04-19,2024-05-01,MasterFix Unipessoal,747.96,Baixa,Concluído
MN00524,CONDOMÍNIO CENTRAL,Manutenção preventiva,Fachada,Revestimento cerâmico solto,2024-01-11,2024-01-31,2024-02-17,TecnoReparações Group,3879.27,Média,Concluído
MN00525,Torres do Sol,Manutenção preventiva,Elevador,Botões do painel não respondem,2024-03-24,2024-04-06,2024-04-15,GlobalTec Unipessoal,,Média,Concluído
MN00526,VILA VERDE,Melhoria,Jardim,Iluminação exterior fundida,2025-06-27,2025-07-13,2025-07-24,GlobalTec Unipessoal,989.71,Média,Concluído
MN00527,Quinta das Palmeiras,Manutenção preventiva,Fachada,Revestimento cerâmico solto,2024-05-22,2024-05-24,2024-05-29,ProServiços SA,21450.82,Crítica,Concluído
MN00528,Jardins da Cidade,Reparação urgente,Elevador,Avaria no sistema de travagem,2024-02-13,2024-02-18,2024-02-24,MasterFix Unipessoal,2355.27,Alta,Concluído
MN00529,Torres do Sol,Reparação urgente,Telhado,Impermeabilização degradada,2024-05-30,2024-06-02,2024-06-11,TecnoReparações Solutions,5554.29,Alta,Concluído
MN00530,condomínio central,Inspeção,Elevador,Avaria no sistema de travagem,2024-10-18,2024-10-18,2024-10-23,ProServiços Group,6903.28,Crítica,Concluído
MN00531,Quinta das Palmeiras,Manutenção preventiva,Hall,,2024-06-15,2024-06-22,2024-07-02,UltraFix & Filhos,835.93,Alta,Concluído
MN00532,vila verde,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2023-10-24,2023-10-24,2023-10-28,ProServiços Group,2234.12,Crítica,Concluído
MN00533,Quinta das Palmeiras,Melhoria,Elevador,Porta não fecha corretamente,2025-01-22,2025-03-08,2025-04-01,SmartRepair Lda,3035.03,Baixa,Concluído
MN00534,condomínio central,Melhoria,Telhado,Telhas partidas necessitam substituição,2025-07-03,2025-07-20,2025-08-02,MASTERFIX LDA,,Média,Concluído
MN00535,Quinta das Palmeiras,Manutenção preventiva,Garagem,Piso com fissuras e buracos,2025-07-14,2025-07-23,2025-08-05,MasterFix Lda.,1207.92,Media,Concluído
MN00536,Jardins da Cidade,Manutenção preventiva,Telhado,Sistema de drenagem entupido,2025-01-16,2025-01-19,2025-01-25,TecnoReparações Group,7837.52,Alta,Concluído
MN00537,vila verde,Reparação urgente,Jardim,Poda de árvores urgente,2025-04-08,2025-04-10,2025-04-14,GlobalTec Group,918.81,Alta,Concluído
MN00538,Quinta das Palmeiras,Manutenção preventiva,Piscina,Azulejos partidos no fundo,2024-03-17,2024-03-24,2024-03-27,UltraFix Group,443.07,Alta,Concluído
MN00539,residencial atlântico,Inspecção,Hall,Lâmpadas fundidas,2025-02-07,2025-02-08,2025-02-09,ProServiços SA,420.52,Crítica,Concluído
MN00540,jardins da cidade,Reparação urgente,Piscina,Azulejos partidos no fundo,2023-12-19,2023-12-21,2023-12-25,PrimeWorks Group,485.47,Alta,Concluído
MN00541,CONDOMÍNIO CENTRAL,Reparação urgente,Piscina,,2024-11-03,2024-11-10,2024-11-17,ProServiços SA,1563.15,Alta,Concluído
MN00542,Residencial Atlântico,Reparação urgente,Telhado,Telhas partidas necessitam substituição,2024-09-23,2024-09-23,2024-09-28,UltraFix SA,21431.73,Crítica,Concluído
MN00543,condomínio central,Reparação urgente,Garagem,Sistema de ventilação com problemas,2024-12-12,2024-12-15,2024-12-20,MasterFix Unipessoal,1309.44,Alta,Concluído
MN00544,vila verde,Manutenção preventiva,Garagem,Sistema de ventilação com problemas,2024-01-10,2024-01-22,2024-02-07,MASTERFIX LDA,2107.0,Média,Concluído
MN00545,RESIDENCIAL ATLÂNTICO,Melhoria,Jardim,Pragas detetadas nas plantas,2024-06-27,2024-07-04,2024-07-11,TecnoReparações Unipessoal,457.88,Alta,Concluído
MN00546,Condomínio Central,Manutencao preventiva,Garagem,Portão automático avariado,2024-11-12,2024-11-25,2024-12-03,,967.93,Média,Concluído
MN00547,VILA VERDE,Reparação urgente,Elevador,Porta não fecha corretamente,2023-09-25,2023-09-28,2023-10-02,UltraFix & Filhos,4976.04,Alta,Concluído
MN00548,QUINTA DAS PALMEIRAS,Melhoria,Hall,Espelho partido na entrada,2024-01-19,2024-02-09,2024-02-22,UltraFix & Filhos,1068.72,Média,Concluído
MN00549,JARDINS DA CIDADE,Reparação urgente,Elevador,Ruído excessivo durante funcionamento !!!!,2024-07-17,2024-07-20,2024-07-28,ProServiços Solutions,1741.92,Alta,Concluído
MN00550,Torres do Sol,Melhoria,Elevador,Botões do painel não respondem,2025-07-23,2025-08-22,,SmartRepair Solutions,525.52,Baixa,Em curso
MN00551,CONDOMÍNIO CENTRAL,Inspeção,Garagem,Piso com fissuras e buracos,2025-07-14,2025-07-17,2025-07-23,ProServiços Solutions,2320.06,Alta,Concluído
MN00552,vila verde,Manutenção preventiva,Jardim,Iluminação exterior fundida,2024-11-23,2024-11-30,2024-12-09,GlobalTec Unipessoal,856.67,alta,Concluído
MN00553,jardins da cidade,Reparação urgente,Elevador,Porta não fecha corretamente,2025-06-23,2025-06-25,2025-07-05,ProServiços SA,1727.9,Alta,Concluído
MN00554,TORRES DO SOL,Manutenção preventiva,Garagem,Iluminação insuficiente,2024-10-28,2024-11-03,2024-11-10,TecnoReparações Solutions,516.64,Alta,Concluído
MN00555,jardins da cidade,REPARAÇÃO URGENTE,Hall,Intercomunicador avariado,2024-03-10,2024-03-16,2024-03-20,ProServiços SA,1448.36,Alta,Concluído
MN00556,VILA VERDE,Melhoria,Fachada,Humidade ascendente no piso térreo,2024-03-05,2024-03-31,2024-04-16,UltraFix Group,,Baixa,Concluído
MN00557,Torres do Sol,Reparação urgente,Jardm,Lâmpadas fundidas,2024-09-21,2024-09-21,2024-09-24,GlobalTec Unipessoal,1067.32,Crítica,Concluído
MN00558,Quinta das Palmeiras,Manutenção preventiva,Jardim,Poda de árvores urgente,2023-09-08,2023-10-13,2023-11-04,GlobalTec Unipessoal,274.18,Baixa,Concluído
MN00559,Quinta das Palmeiras,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-07-11,2024-07-13,2024-07-16,GlobalTec Unipessoal,6504.91,Crítica,Concluído
MN00560,VILA VERDE,Reparação urgente,Garagem,Piso com fissuras e buracos,2025-04-27,2025-04-29,2025-05-01,UltraFix SA,2061.78,Crítica,Concluído
MN00561,quinta das palmeiras,Melhoria,Fachada,Humidade ascendente no piso térreo,2024-09-11,2024-09-12,2024-09-15,PrimeWorks Group,3791.79,Crítica,Concluído
MN00562,JARDINS DA CIDADE,Manutenção preventiva,Elevador,Porta não fecha corretamente,2023-10-11,2023-10-30,2023-11-19,ProServiços SA,729.97,Baixa,Concluído
MN00563,condomínio central,Inspeção,Hall,Piso escorregadio necessita tratamento,2025-07-27,2025-08-05,,GlobalTec Group,1016.01,Média,Em curso
MN00564,torres do sol,Melhoria,Elevador,Ruído excessivo durante funcionamento,2025-07-19,2025-07-19,2025-07-24,SmartRepair Solutions,1308.86,Crítica,Concluído
MN00565,torres do sol,Manutenção preventiva,Fachada,Revestimento cerâmico solto,2024-03-26,2024-05-08,2024-05-28,ProServiços Solutions,13090.62,Baixa,Concluído
MN00566,Residencial Atlântico,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2025-02-03,2025-02-05,2025-02-09,PrimeWorks Group,4481.88,Crítica,Concluído
MN00567,condomínio central,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2024-09-27,2024-09-27,2024-09-29,TecnoReparações Group,2051.02,Crítica,Concluído
MN00568,TORRES DO SOL,Manutenção preventiva,Hall,Correio acumulado sem distribuição,2024-01-27,2024-03-03,2024-03-17,PrimeWorks Group,221.12,Baixa,Concluído
MN00569,Quinta das Palmeiras,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-08-09,2024-08-28,2024-09-16,UltraFix Group,1058.89,Baixa,Concluído
MN00570,torres do sol,Inspeção,Garagem,,2023-10-25,2023-12-02,2023-12-15,GlobalTec Group,1691.21,Baixa,Concluído
MN00571,vila verde,Reparação urgente,Piscina,Vedação de segurança danificada,2023-11-10,2023-11-10,2023-11-12,UltraFix SA,811.57,Crítica,Concluído
MN00572,condomínio central,Manutenção preventiva,Telhado,Impermeabilização degradada,2025-05-22,2025-05-28,2025-06-01,GlobalTec Group,12806.35,Alta,Concluído
MN00573,Quinta das Palmeiras,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2025-01-18,2025-02-02,2025-02-12,TecnoReparações Solutions,3910.16,Baixa,Concluído
MN00574,Torres do Sol,Manutenção preventiva,Jardim,Sistema de rega avariado,2023-12-02,2024-01-10,2024-01-24,TecnoReparações Group,713.59,Baixa,Concluído
MN00575,Torres do Sol,Reparação urgente,Elevador,Avaria no sistema de travagem,2024-04-05,2024-04-07,2024-04-09,TecnoReparações Solutions,3392.58,Crítica,Concluído
MN00576,Jardins da Cidade,Reparação urgente,Hall,Piso escorregadio necessita tratamento,2023-09-27,2023-09-29,2023-10-08,TecnoReparações Solutions,1165.88,Alta,Concluído
MN00577,CONDOMÍNIO CENTRAL,Reparação urgente,Piscina,Azulejos partidos no fundo,2024-08-25,2024-08-29,2024-09-02,ProServiços SA,356.21,Alta,Concluído
MN00578,Quinta das Palmeiras,Reparação urgente,Elevador,Avaria no sistema de travagem,2024-07-27,2024-08-01,2024-08-10,SmartRepair Lda,768.1,Alta,Concluído
MN00579,quinta das palmeiras,Manutenção preventiva,Jardim,Iluminação exterior fundida,2023-09-19,2023-10-14,2023-10-26,GlobalTec Unipessoal,685.52,Baixa,Concluído
MN00580,Condomínio Central,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2024-08-19,2024-08-21,2024-08-23,PrimeWorks Group,2312.05,Crítica,Concluído
MN00581,RESIDENCIAL ATLÂNTICO,Melhoria,Elevador,Necessária inspeção periódica obrigatória,2024-04-08,2024-04-08,2024-04-10,TecnoReparações Group,3627.17,Crítica,Concluído
MN00582,Quinta das Palmeiras,Inspeção,Jardim,Relva necessita tratamento,2025-03-03,2025-03-13,2025-04-02,UltraFix SA,620.58,Média,Concluído
MN00583,VILA VERDE,Manutenção preventiva,Jardim,Poda de árvores urgente,2023-11-13,2023-12-24,2024-01-20,UltraFix Group,472.69,Baixa,Concluído
MN00584,CONDOMÍNIO CENTRAL,Melhoria,Elevador,Porta não fecha corretamente,2023-12-15,2023-12-15,2023-12-17,UltraFix & Filhos,4111.23,Crítica,Concluído
MN00585,Torres do Sol,Reparação urgente,Hall,Lâmpadas fundidas,2023-10-19,2023-11-04,2023-11-10,UltraFix SA,1064.64,MÉDIA,Concluído
MN00586,JARDINS DA CIDADE,Melhoria,Elevador,Avaria no sistema de travagem,2025-06-20,2025-06-24,2025-07-01,GlobalTec Unipessoal,2088.79,Alta,Concluído
MN00587,Condomínio Central,Manutenção preventiva,Piscina,Azulejos partidos no fundo,2023-11-25,2023-12-02,2023-12-05,TecnoReparações Solutions,1619.78,Alta,Concluído
MN00588,Vila Verde,Melhoria,Elevador,Avaria no sistema de travagem,2024-02-13,2024-03-20,2024-04-02,UltraFix & Filhos,1641.88,Baixa,Concluído
MN00589,Condomínio Central,Inspeção,Piscina,Azulejos partidos no fundo,2024-07-31,2024-08-07,2024-08-10,,703.92,Alta,Concluído
MN00590,torres do sol,Manutenção preventiva,Elevador,Botões do painel não respondem,2024-02-24,2024-02-24,2024-02-25,UltraFix & Filhos,2909.13,Crítica,Concluído
MN00591,JARDINS DA CIDADE,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-12-27,2024-12-30,2025-01-06,SmartRepair Solutions,3977.55,Alta,Concluído
MN00592,TORRES DO SOL,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-04-11,2024-04-13,2024-04-14,MasterFix Unipessoal,310.0,Crítica,Concluído
MN00593,Residencial Atlântico,Manutenção preventiva,Piscina,Azulejos partidos no fundo,2024-10-03,2024-10-29,2024-11-06,ProServiços SA,663.1,Baixa,Concluido
MN00594,jardins da cidade,Inspeção,Garagem,Iluminação insuficiente,2024-01-30,2024-02-25,2024-03-13,UltraFix SA,262.62,Baixa,Concluído
MN00595,Vila Verde,Inspeção,Garagem,Portão automático avariado,2023-12-05,2023-12-18,2024-01-04,SmartRepair Solutions,,Média,Concluído
MN00596,Condomínio Central,Reparação urgente,Garagem,Iluminação insuficiente,2024-08-23,2024-08-28,2024-09-07,ProServiços SA,2157.0,Alta,Concluído
MN00597,vila verde,Melhoria,Piscina,Vedação de segurança danificada,2024-09-30,2024-10-01,2024-10-05,MasterFix Lda.,2571.84,Crítica,Concluído
MN00598,CONDOMÍNIO CENTRAL,Melhoria,Piscina,Azulejos partidos no fundo,2023-12-13,2024-01-09,2024-02-01,MasterFix Unipessoal,1859.63,Baixa,Concluído
MN00599,torres do sol,Inspecção,Piscina,Bomba de circulação com ruído anormal,2025-08-01,2025-09-04,,TecnoReparações Unipessoal,943.43,Média,Em curso
MN00600,vila verde,Reparação urgente,Hall,Piso escorregadio necessita tratamento,2025-02-13,2025-02-15,2025-02-17,UltraFix Group,1840.91,Crítica,Concluído
MN00601,Condomínio Central,Reparação urgente,Hall,Piso escorregadio necessita tratamento,2025-05-12,2025-05-13,,GlobalTec Unipessoal,1084.34,Crítica,reportado
MN00602,Torres do Sol,Manutenção preventiva,Garagem,Marcações no chão necessitam repintura,2024-05-08,2024-05-29,2024-06-06,GlobalTec Unipessoal,1985.23,Média,Concluído
MN00603,residencial atlântico,Reparação urgente,Fachada,Necessária limpeza e tratamento anti-grafitti,2024-06-05,2024-06-05,2024-06-08,GlobalTec Unipessoal,25169.77,Crítica,Concluído
MN00604,Jardins da Cidade,Reparação urgente,Elevador,Botões do painel não respondem,2025-03-17,2025-03-19,2025-03-21,ProServiços SA,3113.67,Crítica,Concluído
MN00605,Vila Verde,Reparação urgente,Jardim,Iluminação exterior fundida,2024-05-27,2024-06-16,2024-06-22,SmartRepair Solutions,464.21,MÉDIA,Concluído
MN00606,CONDOMÍNIO CENTRAL,Manutenção preventiva,Elevador,Porta não fecha corretamente,2025-07-14,2025-07-14,2025-07-15,masterfix lda,5999.83,CRITICA,Concluído
MN00607,JARDINS DA CIDADE,Manutenção preventiva,Telhado,Estrutura de suporte com sinais de degradação,2025-06-03,2025-06-05,2025-06-12,UltraFix & Filhos,13069.9,Alta,Concluído
MN00608,Torres do Sol,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-05-03,2024-05-06,2024-05-09,MASTERFIX LDA,2632.13,Alta,Concluído
MN00609,Quinta das Palmeiras,Manutenção preventiva,Fachada,Pintura descascada em várias zonas,2025-01-05,2025-02-14,2025-03-06,GlobalTec Group,10746.94,Baixa,Concluído
MN00610,Condomínio Central,Melhoria,Telhado,,2025-06-11,2025-06-16,2025-06-25,SmartRepair Lda,6817.95,Alta,Concluído
MN00611,JARDINS DA CIDADE,Manutenção preventiva,Telhado,Infiltrações detetadas após temporal,2025-01-01,2025-01-01,2025-01-06,MasterFix Lda.,,Crítica,Concluído
MN00612,CONDOMÍNIO CENTRAL,Reparação urgente,Telhado,,2025-03-17,2025-03-22,2025-03-31,UltraFix & Filhos,2549.08,Alta,Concluído
MN00613,jardins da cidade,Manutenção preventiva,Garagem,,2024-03-12,2024-03-12,2024-03-15,SmartRepair Lda,681.59,Crítica,Concluído
MN00614,VILA VERDE,Reparação urgente,Telhado,Sistema de drenagem entupido,2025-07-13,2025-07-15,2025-07-23,GlobalTec Unipessoal,1022.46,Alta,Concluído
MN00615,Residencial Atlântico,Melhoria,Elevador,Necessária inspeção periódica obrigatória,2024-01-13,2024-01-14,2024-01-15,ProServiços Solutions,2480.79,Crítica,Concluído
MN00616,condomínio central,Melhoria,Jardim,Sistema de rega avariado,2024-12-14,2024-12-16,2024-12-20,UltraFix Group,606.77,Crítica,Concluído
MN00617,condomínio central,REPARAÇÃO URGENTE,Telhado,Impermeabilização degradada,2024-05-03,2024-05-06,2024-05-10,MasterFix Unipessoal,5021.02,Alta,Concluído
MN00618,residencial atlântico,Manutenção preventiva,Jardim,Iluminação exterior fundida,2024-04-24,2024-05-09,2024-05-21,TecnoReparações Group,386.43,Média,Concluído
MN00619,Torres do Sol,Reparação urgente,Hall,Correio acumulado sem distribuição,2023-08-30,2023-09-06,2023-09-16,SmartRepair Lda,1132.78,Alta,Concluído
MN00620,quinta das palmeiras,Manutenção preventiva,Jardim,Relva necessita tratamento,2024-08-17,2024-09-07,2024-09-20,UltraFix SA,316.09,Baixa,Concluído
MN00621,Residencial Atlântico,Melhoria,Piscina,Azulejos partidos no fundo,2023-09-20,2023-09-25,2023-09-28,PrimeWorks Group,921.81,Alta,Concluído
MN00622,torres do sol,Melhoria,Piscina,Azulejos partidos no fundo !!!!,2024-11-22,2024-12-11,2024-12-30,MASTERFIX LDA,946.46,Média,Concluído
MN00623,CONDOMÍNIO CENTRAL,Manutenção preventiva,Telhado,Estrutura de suporte com sinais de degradação,2025-01-06,2025-01-10,2025-01-14,UltraFix SA,7391.89,Alta,Concluído
MN00624,Quinta das Palmeiras,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2023-10-24,2023-10-31,2023-11-04,ProServiços SA,8708.49,Alta,Concluído
MN00625,jardins da cidade,Manutencao preventiva,Elevador,Ruído excessivo durante funcionamento,2023-10-21,2023-10-22,2023-10-24,ProServiços Group,3392.98,Crítica,Concluído
MN00626,Quinta das Palmeiras,Inspeção,Fachada,Fissuras visíveis na parede norte,2025-06-14,2025-07-11,2025-07-28,PrimeWorks Group,14211.75,Baixa,Concluído
MN00627,Torres do Sol,Inspeção,Elevador,Botões do painel não respondem,2023-11-20,2023-12-24,2024-01-13,ProServiços SA,2668.25,Baixa,Concluído
MN00628,Vila Verde,Inspecção,Telhado,Infiltrações detetadas após temporal,2025-05-03,2025-05-20,2025-06-02,masterfix lda,3862.24,Media,Concluído
MN00629,quinta das palmeiras,Reparação urgente,Telhado,Sistema de drenagem entupido,2024-07-27,2024-07-31,,ProServiços Group,10888.41,Alta,aprovado
MN00630,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Jardim,Poda de árvores urgente,2025-08-06,2025-09-01,,UltraFix & Filhos,833.06,Baixa,Em curso
MN00631,vila verde,Melhoria,Garagem,Marcações no chão necessitam repintura,2025-02-16,2025-03-24,2025-04-13,MasterFix Unipessoal,702.64,Baixa,Concluído
MN00632,VILA VERDE,Inspeção,Garagem,Sistema de ventilação com problemas,2025-08-12,2025-08-20,2025-09-03,masterfix lda,1419.57,Média,Concluído
MN00633,torres do sol,Inspeção,Telhado,Infiltrações detetadas após temporal,2023-11-29,2023-12-19,2023-12-30,ProServiços SA,4917.35,Média,Concluído
MN00634,Jardins da Cidade,Inspeção,Hall,Intercomunicador avariado,2024-01-16,2024-01-19,2024-01-24,SmartRepair Lda,1127.54,Alta,Concluído
MN00635,VILA VERDE,Manutenção preventiva,Elevador,Porta não fecha corretamente,2023-09-22,2023-09-22,2023-09-24,ProServiços SA,6321.21,Crítica,Concluído
MN00636,JARDINS DA CIDADE,Melhoria,Garagem,Portão automático avariado,2025-03-25,2025-03-28,2025-03-31,ProServiços Group,608.79,Alta,Concluído
MN00637,torres do sol,Reparação urgente,Jardim,Relva necessita tratamento,2024-12-25,2024-12-26,2024-12-27,MasterFix Unipessoal,161.5,Crítica,Concluído
MN00638,Condomínio Central,Manutenção preventiva,Fachada,Humidade ascendente no piso térreo,2024-11-19,2024-11-21,2024-11-30,GlobalTec Unipessoal,19067.02,Alta,Concluído
MN00639,residencial atlântico,Inspeção,Telhado,Telhas partidas necessitam substituição,30/03/2025,2025-04-25,2025-05-18,ProServiços SA,8007740.0,Baixa,Concluído
MN00640,CONDOMÍNIO CENTRAL,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória !!!!,2025-08-13,2025-08-16,,TecnoReparações Unipessoal,2552.6,Alta,Em curso
MN00641,residencial atlântico,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2023-12-07,2023-12-13,2023-12-18,ProServiços Group,1674.53,alta,Concluído
MN00642,TORRES DO SOL,Manutenção preventiva,Piscina,pH da água desregulado,2024-02-17,2024-02-20,2024-02-27,ProServiços SA,287.34,Alta,Concluído
MN00643,Torres do Sol,Manutenção preventiva,Piscina,Sistema de filtragem necessita manutenção,2024-10-14,2024-10-27,2024-11-04,ProServiços Group,274.38,Média,Concluído
MN00644,condomínio central,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2025-02-19,2025-03-19,2025-04-11,,4498.96,Baixa,Concluído
MN00645,residencial atlântico,Inspeção,Telhado,Estrutura de suporte com sinais de degradação,2023-12-11,2023-12-19,2023-12-30,MASTERFIX LDA,3854.86,Média,Concluído
MN00646,TORRES DO SOL,Melhoria,Fachada,Fissuras visíveis na parede norte,2025-03-05,2025-03-20,2025-04-12,MasterFix Unipessoal,4875.48,Baixa,Concluído
